trans_id,timestamp,send_account,receiver_account,amount,is_flag
T100490,2023-05-05T13:50:34.219103,ACC546399,ACC819074,77.93,False
T100140,2023-07-27T08:15:22.529685,ACC809922,ACC666820,13.24,False
T1727255,2023-12-02T04:54:58.096093,ACC598765,ACC404620,31.33,True
T100746,2023-06-10T23:18:12.933175,ACC212024,ACC178042,407.17,False
T100983,2023-08-26T22:24:10.024348,ACC176287,ACC698336,670.18,False
T100626,2023-12-05T14:33:40.851084,ACC588969,ACC813999,313.79,False
T100793,2023-04-14T07:14:21.289661,ACC569661,ACC900611,295.48,False
T3201999,2023-11-11T04:29:30.999794,ACC665801,ACC860126,465.72,True
T100199,2023-05-26T00:29:10.461218,ACC136415,ACC626491,571.48,False
T100430,2023-03-30T03:06:07.068614,ACC193520,ACC121508,293.69,False
T100873,2023-02-11T11:08:40.837500,ACC854525,ACC390637,40.93,False
T100643,2023-08-17T09:07:24.016710,ACC696799,ACC181939,474.17,False
T4851548,2023-05-12T06:13:46.499861,ACC280850,ACC973484,1505.4,True
T100413,2023-03-21T16:45:12.435147,ACC283662,ACC324509,18.34,False
T100010,2023-08-04T00:35:03.745267,ACC717024,ACC330914,1237.07,False
T100147,2023-06-10T09:51:55.439086,ACC971662,ACC826490,513.73,False
T100494,2023-09-20T04:55:23.284198,ACC388820,ACC311500,1280.28,False
T100282,2023-11-08T17:30:09.089678,ACC243260,ACC403662,80.67,False
T100298,2023-06-29T03:18:04.499105,ACC836989,ACC704223,1521.26,False
T100560,2023-12-28T10:20:15.784972,ACC660563,ACC221828,1898.26,False
T100291,2023-02-06T00:12:18.590220,ACC169918,ACC145903,82.73,False
T3580438,2023-04-11T00:07:15.343509,ACC635935,ACC497448,1094.57,True
T100968,2023-12-18T06:46:47.677856,ACC223527,ACC249376,7.74,False
T3296288,2023-06-08T09:09:38.559965,ACC551839,ACC657279,208.28,True
T100561,2023-10-29T00:38:32.806017,ACC865960,ACC393276,12.44,False
T100529,2023-06-11T21:54:05.641795,ACC405221,ACC251857,0.01,False
T100331,2023-01-19T12:21:40.930044,ACC593602,ACC808308,120.85,False
T100323,2023-04-21T07:29:16.052933,ACC439658,ACC904291,226.83,False
T100620,2023-09-25T23:48:31.291209,ACC294069,ACC627685,0.54,False
T100394,2023-09-13T00:38:39.348057,ACC561023,ACC806242,582.22,False
T100514,2023-11-29T16:09:16.319281,ACC273878,ACC970055,41.64,False
T100135,2023-12-12T20:50:52.274832,ACC150871,ACC901467,1191.22,False
T1687367,2023-02-24T18:31:20.377587,ACC101433,ACC437603,5.66,True
T100425,2023-08-13T01:16:50.011425,ACC642085,ACC428215,83.7,False
T5014712,2023-05-24T23:02:14.848620,ACC134155,ACC388239,0.01,True
T4365198,2023-02-28T01:11:05.508767,ACC775308,ACC655797,116.6,True
T100598,2023-12-13T12:36:52.779100,ACC197784,ACC197795,1497.17,False
T4793447,2023-06-19T17:49:25.133897,ACC425972,ACC799189,598.69,True
T100984,2023-12-15T01:02:28.679004,ACC139623,ACC992204,27.88,False
T100158,2023-06-10T09:15:08.473097,ACC913308,ACC951327,346.19,False
T3255889,2023-07-11T14:24:20.581954,ACC922479,ACC292739,424.83,True
T1657393,2023-02-10T19:28:24.017972,ACC827122,ACC819864,206.24,True
T100597,2023-02-17T20:54:18.965628,ACC509376,ACC863481,364.15,False
T100558,2023-11-14T17:26:24.385000,ACC273558,ACC559008,24.53,False
T100875,2023-03-31T03:08:04.855019,ACC273688,ACC281973,247.27,False
T2596583,2023-12-24T12:02:37.664847,ACC236086,ACC560788,149.88,True
T699013,2023-04-13T11:04:58.307415,ACC655282,ACC950731,2078.45,True
T100551,2023-11-13T08:06:04.382079,ACC359369,ACC798698,13.12,False
T2157308,2023-02-10T12:45:36.823588,ACC236693,ACC572363,178.16,True
T100582,2023-12-31T16:48:11.527614,ACC178641,ACC259804,1.91,False
T100965,2023-10-14T17:43:46.033466,ACC502756,ACC767709,135.69,False
T1912616,2023-07-11T06:11:47.751245,ACC705923,ACC667912,35.47,True
T100422,2023-08-02T14:13:51.446873,ACC580419,ACC189903,983.32,False
T100420,2023-02-24T22:26:25.872285,ACC278386,ACC694797,919.82,False
T100096,2023-01-16T22:01:52.415642,ACC744718,ACC556068,40.97,False
T100976,2023-01-05T02:13:06.643921,ACC810968,ACC206594,68.65,False
T100423,2023-05-02T18:52:33.079287,ACC593808,ACC471512,1482.96,False
T1153102,2023-08-22T14:29:07.441275,ACC114740,ACC263735,15.12,True
T100410,2023-05-29T06:23:08.260132,ACC257246,ACC301238,624.53,False
T100583,2023-01-26T15:05:51.781310,ACC480977,ACC470533,0.01,False
T2041949,2023-12-30T00:04:33.168003,ACC435073,ACC876742,160.54,True
T100156,2023-06-28T11:00:27.808530,ACC692862,ACC132359,118.05,False
T100567,2023-02-24T15:01:05.624186,ACC400780,ACC336856,239.12,False
T100589,2023-11-24T04:49:10.959556,ACC458633,ACC889762,15.45,False
T4175556,2023-09-20T01:32:24.894156,ACC528511,ACC154355,585.54,True
T100549,2023-06-04T09:47:42.097806,ACC619640,ACC938672,52.59,False
T100390,2023-04-25T04:23:00.818946,ACC245766,ACC956727,291.87,False
T100573,2023-05-18T18:33:23.259671,ACC829937,ACC545339,99.24,False
T100807,2023-06-12T12:30:06.127635,ACC586032,ACC481220,13.31,False
T3950851,2023-06-30T16:02:58.064563,ACC941590,ACC681861,119.32,True
T100585,2023-11-08T17:48:13.359654,ACC494077,ACC265890,24.56,False
T3883915,2023-10-06T09:15:42.845902,ACC543325,ACC770740,456.68,True
T5022373,2023-09-28T23:19:54.812446,ACC975236,ACC451372,262.29,True
T100308,2023-03-29T21:33:38.446467,ACC547180,ACC427557,25.64,False
T100680,2023-06-01T14:20:33.542583,ACC868956,ACC360784,773.27,False
T100578,2023-07-17T18:08:05.766845,ACC322203,ACC726116,296.07,False
T4978614,2023-09-10T16:34:52.698401,ACC634332,ACC775322,208.46,True
T100785,2023-09-19T02:14:33.972814,ACC551758,ACC838425,600.23,False
T100730,2023-12-17T10:21:19.412999,ACC663443,ACC226858,711.55,False
T100715,2023-12-14T00:14:33.556192,ACC718820,ACC370361,850.85,False
T100352,2023-04-05T14:10:12.673271,ACC286572,ACC561976,0.01,False
T100905,2023-09-21T15:04:16.517600,ACC140316,ACC908305,315.25,False
T100124,2023-09-14T08:22:17.515673,ACC163182,ACC172371,19.44,False
T100178,2023-07-05T07:32:49.961113,ACC959793,ACC513507,1366.35,False
T100287,2023-05-16T15:27:08.245931,ACC360804,ACC265358,67.05,False
T1838095,2023-09-12T08:29:09.286130,ACC629084,ACC582837,6.35,True
T4285635,2023-07-31T19:33:59.695671,ACC828916,ACC793074,9.6,True
T100294,2023-10-08T10:38:33.933626,ACC475351,ACC807256,169.19,False
T100581,2023-07-09T09:47:41.946962,ACC738309,ACC783037,15.58,False
T100479,2023-03-30T04:48:24.441494,ACC905671,ACC954225,17.16,False
T2257411,2023-08-06T03:12:08.784368,ACC953584,ACC551505,5.63,True
T100707,2023-08-05T16:20:46.328388,ACC637085,ACC274467,12.07,False
T100886,2023-04-20T07:46:38.454048,ACC429824,ACC610888,213.15,False
T100236,2023-03-07T15:15:03.134726,ACC178086,ACC296059,0.01,False
T100088,2023-11-19T21:21:24.543971,ACC535050,ACC155843,44.59,False
T1897619,2023-10-07T00:18:14.064620,ACC921765,ACC721590,92.37,True
T100926,2023-01-18T20:39:24.520253,ACC554341,ACC586101,562.01,False
T100526,2023-09-06T08:37:58.361267,ACC730682,ACC397158,300.7,False
T100970,2023-10-12T04:26:06.149229,ACC667770,ACC256187,238.32,False
T2669759,2023-06-06T16:07:35.769999,ACC484451,ACC607525,54.03,True
T2640720,2023-05-07T15:38:13.137851,ACC414902,ACC508305,389.86,True
T100634,2023-07-10T00:38:44.282827,ACC314217,ACC208639,305.93,False
T2983137,2023-12-23T16:28:18.772622,ACC786074,ACC401296,103.02,True
T100799,2023-03-09T08:13:15.596183,ACC275496,ACC876043,14.63,False
T100290,2023-11-20T01:29:15.300128,ACC998450,ACC481760,417.72,False
T100285,2023-09-27T06:32:33.179887,ACC308855,ACC583220,1195.43,False
T2849677,2023-11-18T19:40:12.852393,ACC737342,ACC712779,472.56,True
T2282211,2023-08-10T06:37:55.680634,ACC638653,ACC846597,1872.34,True
T100543,2023-09-08T22:40:03.105160,ACC658271,ACC831782,896.05,False
T100818,2023-12-02T10:28:43.556964,ACC944601,ACC798585,27.06,False
T100266,2023-05-31T23:51:05.458963,ACC641593,ACC661671,1779.69,False
T100327,2023-10-11T23:26:37.785108,ACC565330,ACC630573,1051.36,False
T100348,2023-12-02T19:09:30.080516,ACC471015,ACC985249,77.78,False
T100478,2023-09-02T16:27:17.342889,ACC825447,ACC590106,13.1,False
T100059,2023-08-22T03:46:21.400794,ACC362801,ACC810687,397.02,False
T100405,2023-08-04T00:47:08.470806,ACC496086,ACC698059,66.18,False
T100909,2023-12-28T04:29:13.543130,ACC660033,ACC793411,4.25,False
T842005,2023-04-29T01:18:40.811691,ACC608912,ACC122709,16.66,True
T3664210,2023-09-06T03:11:47.705418,ACC652989,ACC322500,700.06,True
T100978,2023-07-06T08:57:11.246585,ACC552103,ACC388769,41.92,False
T100482,2023-02-13T10:00:05.327973,ACC933511,ACC298853,352.26,False
T1378524,2023-07-15T19:33:35.779149,ACC707347,ACC232233,560.98,True
T3413614,2023-02-02T22:15:45.461384,ACC799828,ACC204199,299.88,True
T100944,2023-03-06T12:21:02.559486,ACC625772,ACC751852,1315.52,False
T100552,2023-01-15T06:05:23.785303,ACC253311,ACC547011,1429.58,False
T100958,2023-03-14T00:37:26.118695,ACC265337,ACC326057,312.99,False
T100771,2023-10-05T14:43:15.796089,ACC767687,ACC222989,123.68,False
T100333,2023-03-09T19:10:22.467773,ACC446373,ACC927094,7.98,False
T100433,2023-12-27T02:28:17.045216,ACC415001,ACC982416,291.87,False
T1687649,2023-01-27T07:27:33.736157,ACC898156,ACC253896,24.14,True
T4242677,2023-05-19T11:34:02.203450,ACC197810,ACC838496,1237.83,True
T4422051,2023-06-15T13:34:36.350609,ACC496045,ACC579173,851.0,True
T100937,2023-03-19T11:14:17.293046,ACC535214,ACC213707,25.46,False
T100787,2023-09-24T09:07:26.250455,ACC193434,ACC198735,289.35,False
T476736,2023-07-01T20:28:25.901259,ACC270616,ACC823310,1685.46,True
T4098948,2023-05-12T14:45:15.643024,ACC686753,ACC612791,11.64,True
T1106186,2023-10-12T20:27:13.653337,ACC473119,ACC934820,1003.21,True
T3971457,2023-11-05T13:13:25.689886,ACC871916,ACC661559,376.8,True
T2335057,2023-02-21T11:53:13.115784,ACC538680,ACC983212,87.26,True
T100398,2023-04-13T13:49:14.126746,ACC903180,ACC710185,55.98,False
T100458,2023-07-29T16:40:27.812212,ACC423850,ACC688297,762.97,False
T100912,2023-09-02T03:39:56.851315,ACC923653,ACC187312,22.32,False
T100584,2023-05-14T01:00:56.475865,ACC520415,ACC528902,496.61,False
T100328,2023-09-05T04:02:36.417638,ACC315154,ACC859767,958.3,False
T100100,2023-03-24T02:21:23.578396,ACC930541,ACC245622,489.36,False
T100318,2023-05-30T18:55:33.469073,ACC730421,ACC729252,1326.28,False
T4995349,2023-10-06T14:19:24.909954,ACC827776,ACC978246,478.3,True
T100083,2023-04-25T01:37:48.075434,ACC832409,ACC794299,171.6,False
T100129,2023-12-11T13:17:49.020459,ACC499669,ACC923975,10.97,False
T100864,2023-06-24T10:33:01.329165,ACC693659,ACC272734,118.94,False
T100012,2023-10-20T08:11:25.422535,ACC360735,ACC300896,14.18,False
T100171,2023-09-01T23:51:25.598907,ACC876636,ACC284178,1091.38,False
T100260,2023-12-28T13:19:56.614291,ACC461083,ACC911801,80.95,False
T2669273,2023-12-16T01:38:01.353785,ACC991510,ACC204881,182.74,True
T100780,2023-05-10T07:17:05.810934,ACC503953,ACC208659,85.43,False
T100964,2023-12-09T04:15:48.852311,ACC575118,ACC367642,348.63,False
T100138,2023-02-04T15:03:51.939149,ACC495490,ACC679549,36.49,False
T3921925,2023-01-28T02:16:22.374078,ACC813964,ACC498274,195.15,True
T5078632,2023-08-10T22:23:16.994450,ACC972966,ACC296625,585.29,True
T100706,2023-06-23T03:29:28.929792,ACC364843,ACC858510,40.78,False
T100139,2023-04-10T00:47:33.582212,ACC817675,ACC393992,364.61,False
T4408614,2023-07-04T17:27:47.478410,ACC508839,ACC780504,39.61,True
T100224,2023-02-11T18:19:56.349531,ACC562094,ACC148205,1244.89,False
T100579,2023-12-11T09:08:24.283817,ACC473973,ACC888193,26.82,False
T100409,2023-02-24T02:14:04.970772,ACC882692,ACC818596,39.48,False
T100325,2023-01-08T13:58:24.423032,ACC818791,ACC447832,9.9,False
T100299,2023-08-21T04:51:03.681208,ACC501066,ACC156757,32.42,False
T100802,2023-11-26T02:41:24.925746,ACC510320,ACC498494,0.01,False
T100672,2023-09-23T21:41:15.109308,ACC264340,ACC631691,26.22,False
T100610,2023-04-11T17:08:24.954026,ACC519791,ACC183641,19.73,False
T2505106,2023-12-21T13:46:18.035945,ACC779059,ACC421957,459.59,True
T100859,2023-11-13T16:21:16.389439,ACC986611,ACC617316,327.04,False
T1549399,2023-04-25T23:53:40.703250,ACC224640,ACC556172,52.52,True
T100503,2023-08-26T16:31:05.378776,ACC146073,ACC170601,0.01,False
T100691,2023-08-02T16:56:34.990956,ACC485115,ACC754836,225.36,False
T100003,2023-10-10T06:04:43.195112,ACC996865,ACC344098,1666.22,False
T100679,2023-11-30T16:07:20.012142,ACC166547,ACC786745,803.34,False
T100467,2023-05-10T08:14:01.879402,ACC967661,ACC730520,74.25,False
T100321,2023-04-06T12:37:18.998931,ACC753518,ACC471042,57.84,False
T100005,2023-11-20T17:49:27.940971,ACC581141,ACC249811,58.77,False
T4106376,2023-03-24T18:11:50.984741,ACC617115,ACC580240,29.14,True
T1823292,2023-04-27T15:50:19.741099,ACC254781,ACC989736,89.55,True
T100039,2023-06-23T09:45:42.773520,ACC460455,ACC546173,14.91,False
T100542,2023-08-20T17:46:03.798171,ACC865411,ACC351696,450.76,False
T100242,2023-06-15T03:51:38.931832,ACC554059,ACC431773,976.33,False
T100136,2023-01-07T10:48:36.999988,ACC678440,ACC531319,648.12,False
T3006741,2023-03-20T00:15:41.567801,ACC602241,ACC911406,245.26,True
T100757,2023-02-11T11:03:11.025566,ACC116929,ACC107608,59.1,False
T100615,2023-02-08T17:35:08.744352,ACC329412,ACC481308,142.85,False
T142709,2023-01-12T03:10:14.591729,ACC465407,ACC688440,307.61,True
T1032294,2023-08-26T16:34:31.397351,ACC284180,ACC859338,15.8,True
T4221249,2023-02-14T18:42:48.785919,ACC862172,ACC642873,17.27,True
T100716,2023-04-03T12:22:58.109581,ACC807784,ACC410529,1071.62,False
T1996129,2023-02-25T16:30:10.802023,ACC323820,ACC552618,212.07,True
T100376,2023-11-15T11:54:46.147466,ACC975505,ACC644861,19.81,False
T100314,2023-04-18T12:07:00.458232,ACC823468,ACC642081,264.08,False
T100442,2023-02-07T08:54:59.889750,ACC617708,ACC418402,258.68,False
T100319,2023-02-09T22:51:20.795696,ACC269172,ACC804737,47.54,False
T4191668,2023-10-30T21:57:39.638332,ACC207565,ACC169537,1002.38,True
T100720,2023-09-05T21:06:15.338884,ACC105296,ACC526962,419.13,False
T100424,2023-07-04T06:49:16.619953,ACC590822,ACC238327,1689.9,False
T100553,2023-04-22T09:34:49.124431,ACC481237,ACC394184,23.26,False
T100810,2023-06-21T23:45:31.422194,ACC236896,ACC899665,25.09,False
T100700,2023-04-25T06:48:04.388517,ACC467719,ACC223432,40.63,False
T4385311,2023-09-07T00:12:20.067935,ACC171298,ACC862580,938.11,True
T2564436,2023-10-24T06:05:37.693373,ACC388141,ACC448425,607.38,True
T100227,2023-02-08T00:09:19.786198,ACC137572,ACC684194,794.01,False
T1935611,2023-02-23T15:41:11.230953,ACC570806,ACC999812,17.04,True
T100974,2023-08-07T02:41:35.541693,ACC120407,ACC682446,875.31,False
T100888,2023-05-17T23:33:08.004434,ACC587681,ACC505334,66.93,False
T100628,2023-06-07T18:45:53.518615,ACC404928,ACC329489,1068.95,False
T100066,2023-08-30T06:51:53.816949,ACC238205,ACC115582,13.09,False
T100952,2023-08-12T14:26:03.454650,ACC164518,ACC806402,4.56,False
T100982,2023-03-24T04:26:09.405115,ACC443818,ACC806617,0.01,False
T100211,2023-12-13T01:02:55.717796,ACC786224,ACC193637,781.64,False
T100934,2023-11-21T01:13:19.470627,ACC193019,ACC628168,168.09,False
T100710,2023-05-27T08:58:47.921259,ACC396951,ACC959613,288.73,False
T100536,2023-02-17T16:35:27.335795,ACC542514,ACC177971,21.48,False
T100650,2023-12-09T18:07:20.812531,ACC618970,ACC839513,8.07,False
T1930796,2023-12-19T10:31:19.699922,ACC469966,ACC477987,59.33,True
T100085,2023-03-02T03:17:08.080421,ACC908554,ACC755087,261.73,False
T2806667,2023-04-12T01:27:10.864238,ACC967201,ACC818342,13.75,True
T4322029,2023-06-10T10:09:10.448738,ACC693474,ACC835634,546.54,True
T1752676,2023-01-08T06:37:14.989350,ACC535065,ACC449245,13.08,True
T100602,2023-12-30T22:27:52.513390,ACC673028,ACC105258,307.28,False
T1566199,2023-08-22T05:45:08.391274,ACC449129,ACC124026,63.09,True
T100948,2023-07-08T17:12:39.392439,ACC853067,ACC900957,443.45,False
T937052,2023-04-04T15:29:31.398631,ACC536062,ACC241667,179.11,True
T100904,2023-09-30T22:39:49.704580,ACC542864,ACC790387,35.0,False
T100273,2023-05-27T08:00:02.377162,ACC271276,ACC162952,220.78,False
T100847,2023-09-20T15:18:30.718351,ACC940896,ACC380268,1262.64,False
T100362,2023-08-07T13:20:32.868598,ACC624170,ACC741780,1643.7,False
T100002,2023-05-12T11:39:33.742963,ACC733052,ACC377370,2773.86,False
T100006,2023-11-11T11:15:41.359248,ACC757924,ACC267753,59.51,False
T100311,2023-11-08T15:39:13.782235,ACC596864,ACC244192,366.64,False
T100973,2023-08-22T00:31:30.854870,ACC117634,ACC619326,5.4,False
T3054166,2023-11-28T13:33:03.347508,ACC460295,ACC960921,286.55,True
T5002510,2023-10-24T11:39:55.125101,ACC813924,ACC335786,197.69,True
T100215,2023-08-18T00:46:38.982588,ACC337256,ACC827213,18.38,False
T100704,2023-12-04T04:00:49.457842,ACC790311,ACC761770,133.1,False
T100027,2023-02-24T18:43:29.938799,ACC105814,ACC887443,1426.59,False
T4513303,2023-02-25T09:11:58.715747,ACC390010,ACC245997,548.08,True
T2582325,2023-07-29T23:48:45.885135,ACC334606,ACC640551,19.75,True
T100967,2023-08-23T12:21:32.286368,ACC885673,ACC326394,7.12,False
T4073013,2023-01-24T15:03:51.883525,ACC795796,ACC493651,910.83,True
T4496652,2023-12-22T01:28:12.064514,ACC978568,ACC430764,27.73,True
T100770,2023-08-25T07:42:04.723609,ACC720145,ACC302764,456.1,False
T100256,2023-01-07T17:05:19.013694,ACC628859,ACC817611,12.87,False
T100025,2023-06-07T15:49:12.698079,ACC736130,ACC786508,10.49,False
T100336,2023-03-06T19:17:03.333399,ACC172988,ACC727320,673.21,False
T100572,2023-12-16T15:42:50.966710,ACC162471,ACC466317,9.55,False
T100047,2023-12-31T10:14:32.497473,ACC765620,ACC953797,104.16,False
T100106,2023-02-05T17:04:12.275150,ACC502810,ACC745270,86.85,False
T100349,2023-07-20T18:05:09.547216,ACC108887,ACC972089,142.62,False
T100055,2023-10-06T10:50:18.638267,ACC205389,ACC565230,0.01,False
T100733,2023-04-16T13:39:02.046419,ACC488865,ACC690913,8.85,False
T100213,2023-04-27T09:31:08.720410,ACC289117,ACC916779,1474.25,False
T100120,2023-05-21T14:06:41.984359,ACC890371,ACC379963,10.01,False
T4120961,2023-01-09T02:42:05.761092,ACC112961,ACC226583,5.66,True
T100669,2023-05-07T23:44:51.316691,ACC224309,ACC401825,5.69,False
T100072,2023-03-08T18:26:41.245358,ACC899444,ACC423993,6.1,False
T100718,2023-05-17T05:41:13.488505,ACC738953,ACC858970,282.04,False
T100654,2023-12-04T02:50:25.659406,ACC949602,ACC889911,0.01,False
T100045,2023-11-28T17:41:03.336225,ACC174878,ACC162535,411.53,False
T1855012,2024-01-01T09:56:03.013846,ACC897942,ACC486238,266.26,True
T100523,2023-12-04T15:10:08.386658,ACC860652,ACC615856,971.9,False
T100788,2023-09-16T11:37:24.434147,ACC623954,ACC195142,215.09,False
T100783,2023-10-19T03:04:48.019984,ACC235019,ACC201314,1.81,False
T100721,2023-08-13T02:44:37.692213,ACC846621,ACC738914,78.57,False
T100533,2023-11-03T06:22:51.279846,ACC848420,ACC958602,966.98,False
T100603,2023-02-20T15:49:46.483663,ACC863094,ACC825196,437.32,False
T100465,2023-11-17T19:43:35.825414,ACC740098,ACC629342,13.32,False
T4258823,2023-11-29T13:01:26.578868,ACC893948,ACC448022,343.97,True
T3295122,2023-07-17T13:13:14.432719,ACC167775,ACC675083,377.13,True
T100705,2023-06-04T05:31:55.205527,ACC453026,ACC779352,559.81,False
T1265754,2023-12-19T02:40:35.220457,ACC193950,ACC778420,105.1,True
T100060,2023-03-06T06:36:25.261532,ACC924718,ACC665610,25.72,False
T100092,2023-03-30T21:15:47.151426,ACC758775,ACC208699,23.32,False
T4284601,2023-04-24T06:38:30.905277,ACC192354,ACC791341,587.83,True
T100194,2023-11-21T07:16:40.459269,ACC867541,ACC178645,1286.73,False
T100280,2023-07-11T04:15:00.958051,ACC460589,ACC400692,29.22,False
T100359,2023-08-06T23:00:07.511923,ACC331287,ACC166175,599.36,False
T100519,2023-05-19T04:05:48.179448,ACC473323,ACC446297,596.61,False
T100737,2023-12-15T03:46:03.508233,ACC170461,ACC384660,1397.98,False
T2174050,2023-03-13T14:22:41.650826,ACC243347,ACC970106,589.74,True
T100182,2023-09-09T07:51:32.023553,ACC188121,ACC710610,30.2,False
T100110,2023-06-17T14:13:11.205545,ACC640546,ACC246570,36.85,False
T100989,2023-03-09T07:11:27.280437,ACC512272,ACC583064,17.12,False
T100829,2023-10-22T18:24:31.438177,ACC487519,ACC692789,91.74,False
T100204,2023-09-29T02:40:35.178741,ACC492073,ACC960899,1036.56,False
T100743,2023-04-29T10:11:06.538649,ACC903625,ACC515487,883.86,False
T100052,2023-06-13T14:45:18.587010,ACC461888,ACC448588,21.18,False
T100545,2023-06-26T16:10:20.003221,ACC323415,ACC102342,72.12,False
T100900,2023-06-19T02:04:05.979757,ACC265039,ACC774720,1293.87,False
T100811,2023-12-17T00:41:58.829709,ACC981515,ACC169230,53.13,False
T2357985,2023-09-07T20:08:48.205176,ACC383753,ACC858514,64.2,True
T4268145,2023-07-24T04:57:59.300883,ACC173198,ACC847346,1420.3,True
T100183,2023-03-04T01:35:07.686480,ACC554197,ACC961599,6.19,False
T100137,2023-03-12T17:19:29.349288,ACC364679,ACC954814,4.68,False
T100881,2023-04-25T09:36:05.467170,ACC170022,ACC343076,1538.44,False
T100080,2023-01-28T15:54:36.533081,ACC573866,ACC139434,921.97,False
T4011871,2023-11-16T12:49:47.105184,ACC247907,ACC264213,1167.56,True
T100105,2023-04-26T00:13:21.696251,ACC434827,ACC869864,24.58,False
T100541,2023-09-16T04:27:07.345621,ACC560282,ACC471197,221.1,False
T100693,2023-04-29T01:26:23.253946,ACC243628,ACC636561,85.28,False
T100480,2023-04-17T07:26:51.528521,ACC762002,ACC714136,18.72,False
T100165,2023-01-27T08:27:21.439111,ACC193670,ACC866260,745.63,False
T100248,2023-08-24T17:01:55.386327,ACC982683,ACC394247,623.54,False
T100307,2023-04-11T17:41:37.406535,ACC756190,ACC370196,33.52,False
T100446,2023-05-13T12:14:10.465229,ACC357374,ACC258975,1.12,False
T100678,2023-05-05T02:00:43.335853,ACC423496,ACC569380,100.08,False
T100334,2023-08-09T18:53:47.138459,ACC632623,ACC207932,77.43,False
T100097,2023-03-28T23:19:10.316936,ACC484123,ACC479742,83.44,False
T100998,2023-12-16T19:07:29.463290,ACC187008,ACC951881,190.31,False
T100855,2023-12-30T13:01:53.950308,ACC140550,ACC611126,965.06,False
T100102,2023-07-03T14:05:12.369467,ACC971776,ACC230192,244.53,False
T100434,2023-05-11T11:48:31.997310,ACC185741,ACC905984,2237.25,False
T1136871,2023-11-06T19:24:58.431663,ACC264353,ACC571238,1223.66,True
T1983120,2023-04-05T01:03:49.588657,ACC173597,ACC918322,304.02,True
T100796,2023-07-01T12:36:38.972235,ACC771530,ACC742794,765.29,False
T716159,2023-10-17T21:11:32.967702,ACC886621,ACC360852,417.08,True
T100302,2023-05-08T13:10:36.573512,ACC461260,ACC722725,878.91,False
T2082649,2023-11-03T01:43:44.714625,ACC826035,ACC331213,11.09,True
T4790433,2023-12-11T19:55:59.982402,ACC486498,ACC650351,9.7,True
T100388,2023-08-07T18:09:33.821954,ACC670123,ACC438277,29.15,False
T100235,2023-05-23T07:58:43.399574,ACC427841,ACC678944,698.99,False
T1089822,2023-08-24T22:16:22.318073,ACC674159,ACC346813,115.99,True
T2169038,2023-07-09T06:13:59.895479,ACC186300,ACC491999,21.77,True
T100305,2023-08-31T20:43:08.864071,ACC477717,ACC213132,1061.88,False
T100117,2023-06-02T17:40:20.800078,ACC138105,ACC976822,57.55,False
T3591726,2023-09-05T09:39:23.660926,ACC580783,ACC943870,532.66,True
T100673,2023-02-20T11:01:19.677282,ACC330906,ACC806056,202.18,False
T100249,2023-08-27T20:14:07.080411,ACC483588,ACC511564,157.24,False
T4173957,2023-03-31T22:43:32.365778,ACC896558,ACC418952,517.06,True
T1623198,2023-12-09T12:28:19.409976,ACC881157,ACC654136,23.27,True
T100071,2023-07-31T04:33:58.395942,ACC262246,ACC788637,60.75,False
T100094,2023-11-13T10:23:34.465934,ACC386488,ACC230521,12.51,False
T2928719,2023-07-05T23:14:18.664463,ACC480907,ACC549560,1711.19,True
T100033,2023-03-23T22:11:10.218138,ACC919182,ACC783414,1067.98,False
T1610485,2023-05-01T21:35:50.213394,ACC806251,ACC242310,102.24,True
T100448,2023-05-28T14:32:40.869441,ACC834831,ACC680502,15.77,False
T100445,2023-05-03T07:09:42.918258,ACC228957,ACC989816,78.47,False
T3540096,2023-08-01T20:20:45.499307,ACC580881,ACC197669,1381.24,True
T5052659,2023-02-10T11:17:28.788668,ACC735217,ACC797669,11.15,True
T100817,2023-09-12T18:27:33.708840,ACC484611,ACC942159,16.97,False
T100950,2023-04-18T06:38:16.107446,ACC508819,ACC264282,31.06,False
T100077,2023-01-09T00:42:12.445404,ACC280222,ACC940247,83.34,False
T100084,2023-04-23T23:40:00.385535,ACC458332,ACC903373,117.37,False
T100755,2023-01-11T05:42:47.722491,ACC995681,ACC875854,236.8,False
T100082,2023-05-30T14:49:11.711591,ACC811875,ACC726928,1309.83,False
T100457,2023-02-03T09:23:57.234620,ACC796781,ACC753880,4.87,False
T100676,2023-08-30T21:47:00.034481,ACC284753,ACC587310,63.86,False
T100893,2023-08-14T14:09:12.896420,ACC991912,ACC591704,3.42,False
T2113229,2023-07-18T20:16:06.367696,ACC173810,ACC114093,120.25,True
T100436,2023-11-15T01:31:02.509890,ACC731124,ACC861173,232.68,False
T100644,2023-05-23T23:08:07.266201,ACC171253,ACC265531,50.56,False
T100744,2023-05-16T17:07:49.102427,ACC449933,ACC862010,21.67,False
T100820,2023-01-03T06:38:54.038136,ACC344397,ACC320430,0.01,False
T4701900,2023-09-08T23:27:52.817912,ACC227167,ACC844966,1451.66,True
T100404,2023-04-02T05:05:52.926760,ACC427260,ACC721314,0.01,False
T1768490,2023-03-15T05:52:55.677070,ACC733931,ACC737896,183.64,True
T100846,2023-09-15T04:12:00.509950,ACC166357,ACC866964,0.01,False
T100899,2023-05-01T13:02:29.874859,ACC711176,ACC186345,888.92,False
